[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:10:21,137 [1] INFO  PDFv2.connect Closed
2010-02-20 22:51:56,085 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:52:19,138 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:19,168 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:19,168 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:19,278 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:19,278 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:19,278 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,533 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,533 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,533 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,543 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,543 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,543 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,553 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,553 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,553 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,563 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,573 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,573 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,663 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,663 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,663 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,783 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,783 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,783 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,793 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,793 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,793 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,913 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,913 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,913 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,923 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:52:22,923 [1] INFO  PDFv2.connect Closed
2010-02-20 22:52:22,923 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:54:06,812 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:54:06,843 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:06,843 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:06,943 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:54:06,943 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:06,943 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:54:50,115 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:54:50,145 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:50,155 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:50,275 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:54:50,275 [1] INFO  PDFv2.connect Closed
2010-02-20 22:54:50,275 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:57:57,344 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:57:57,374 [1] INFO  PDFv2.connect Closed
2010-02-20 22:57:57,384 [1] INFO  PDFv2.connect Closed
2010-02-20 22:57:57,504 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:57:57,504 [1] INFO  PDFv2.connect Closed
2010-02-20 22:57:57,504 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,749 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:00,749 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,759 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,759 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:00,759 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,769 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,769 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:00,769 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,769 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,969 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:00,969 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,969 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,979 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:00,979 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:00,979 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,089 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,099 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,099 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,099 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,099 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,099 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,220 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,220 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,220 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,220 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,220 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,230 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,350 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,350 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,360 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,360 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,360 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,360 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,470 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,470 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,470 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,480 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:58:01,480 [1] INFO  PDFv2.connect Closed
2010-02-20 22:58:01,480 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:14:31,864 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:14:31,914 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:14:31,924 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:14:32,024 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:32,034 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:32,034 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,409 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,409 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,409 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,419 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,419 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,419 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,429 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,429 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,429 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,439 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,449 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,449 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,449 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,449 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,449 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,589 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,700 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,700 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,700 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,710 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:14:35,710 [1] INFO  PDFv2.connect Closed
2010-02-20 23:14:35,710 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:20:42,527 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:20:44,540 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:20:52,451 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:21:27,081 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:27,081 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:27,091 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,785 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:29,785 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,785 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,795 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:29,795 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,795 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,795 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:29,805 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,805 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,965 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:29,965 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,975 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,985 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:29,985 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:29,985 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,176 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,186 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,186 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,196 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,196 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,196 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,306 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,306 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,306 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,316 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,316 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,316 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,446 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,456 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,456 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,456 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,476 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,476 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,656 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,656 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,676 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,736 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:21:30,756 [1] INFO  PDFv2.connect Closed
2010-02-20 23:21:30,786 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:22:52,854 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:22:52,884 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:22:52,884 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:22:52,995 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:22:52,995 [1] INFO  PDFv2.connect Closed
2010-02-20 23:22:52,995 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:34,830 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:34,890 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:34,930 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,929 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:40,929 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,929 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,939 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:40,939 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,939 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,949 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:40,959 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,959 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,959 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:40,969 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:40,969 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,069 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:41,069 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,069 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,079 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:41,079 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,079 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,219 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:41,219 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,219 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,229 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:27:41,229 [1] INFO  PDFv2.connect Closed
2010-02-20 23:27:41,229 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:28:29,789 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:28:29,839 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:28:29,849 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:28:29,959 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:28:29,959 [1] INFO  PDFv2.connect Closed
2010-02-20 23:28:29,959 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,696 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:02,706 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,766 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,816 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:02,826 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,826 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,826 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:02,836 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,836 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,987 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:02,987 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,987 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,997 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:02,997 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:02,997 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,107 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,277 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:03,277 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,277 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,287 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:03,297 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:03,297 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,148 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,148 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,148 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,158 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,158 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,158 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,168 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,168 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,168 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,299 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,309 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,309 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,329 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,339 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,339 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,459 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,459 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,459 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,469 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,469 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,469 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,609 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,609 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,609 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,619 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:11,619 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:11,619 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:14,994 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,004 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,004 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,004 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,014 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,014 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,014 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,014 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,014 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,134 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,284 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,284 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,284 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,294 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,294 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,294 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,405 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,405 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,405 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,415 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:15,415 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:15,415 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,220 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,220 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,220 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,230 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,230 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,230 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,230 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,240 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,240 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,370 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,370 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,370 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,370 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,370 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,410 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,530 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,530 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,530 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,540 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,540 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,540 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,651 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,651 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,661 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,661 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:19,661 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:19,671 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,533 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,533 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,533 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,543 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,653 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,664 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,664 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,664 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,664 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,664 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,774 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,804 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,804 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,804 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,814 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,814 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,924 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,934 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,934 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,934 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:21,934 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:21,934 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,746 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:23,746 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,746 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,757 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:23,757 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,757 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,767 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:23,777 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,777 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,927 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:23,927 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,927 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,927 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:23,937 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:23,937 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,047 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:24,057 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,057 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,057 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:24,057 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,067 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,177 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:24,177 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,177 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,207 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:24,207 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:24,207 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,310 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,310 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,310 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,320 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,320 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,320 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,320 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,330 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,330 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,450 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,450 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,450 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,460 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,460 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,460 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,571 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,571 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,571 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:26,581 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:26,581 [1] INFO  PDFv2.connect Closed
